1,899,121.00,169.00,74.00,167.00,1,-1,-1,-1
1,898,15.00,146.00,71.00,194.00,1,-1,-1,-1
2,899,122.51,172.14,69.98,162.71,1,-1,-1,-1
2,898,16.09,147.76,70.83,192.47,1,-1,-1,-1
3,899,118.51,174.16,75.11,163.51,1,-1,-1,-1
3,898,17.62,148.82,72.58,193.31,1,-1,-1,-1
4,899,120.04,173.26,79.18,166.11,1,-1,-1,-1
4,898,20.05,151.02,74.46,191.91,1,-1,-1,-1
5,899,130.72,179.71,72.99,158.73,1,-1,-1,-1
5,898,31.61,155.37,78.66,193.25,1,-1,-1,-1
6,899,140.58,177.49,71.79,161.77,1,-1,-1,-1
6,898,35.77,149.38,80.58,198.53,1,-1,-1,-1
7,899,147.25,173.44,72.81,167.11,1,-1,-1,-1
7,898,37.15,146.88,81.31,202.49,1,-1,-1,-1
8,899,154.52,173.77,72.58,170.28,1,-1,-1,-1
8,898,36.84,147.07,83.30,204.46,1,-1,-1,-1
9,899,158.31,173.54,75.11,173.43,1,-1,-1,-1
9,898,36.71,149.51,83.59,202.41,1,-1,-1,-1
10,899,160.58,172.69,77.15,176.05,1,-1,-1,-1
10,898,44.93,145.85,84.45,208.67,1,-1,-1,-1
11,899,168.68,169.45,78.37,180.09,1,-1,-1,-1
11,898,50.99,135.33,86.44,216.46,1,-1,-1,-1
12,899,180.55,176.58,78.06,176.23,1,-1,-1,-1
12,898,62.17,132.02,89.02,223.48,1,-1,-1,-1
13,899,185.58,181.49,78.27,175.57,1,-1,-1,-1
13,898,67.70,137.59,87.55,223.15,1,-1,-1,-1
14,899,195.55,176.83,80.90,180.26,1,-1,-1,-1
14,898,75.44,140.33,85.82,222.37,1,-1,-1,-1
15,899,205.70,177.12,79.84,181.82,1,-1,-1,-1
15,898,81.26,144.47,88.19,220.46,1,-1,-1,-1
16,899,212.50,170.10,80.24,187.34,1,-1,-1,-1
16,898,87.46,129.41,91.22,232.50,1,-1,-1,-1
17,899,217.19,165.68,80.22,192.90,1,-1,-1,-1
17,898,86.14,126.60,94.63,241.12,1,-1,-1,-1
18,899,220.05,162.03,81.51,200.25,1,-1,-1,-1
18,898,88.41,126.71,95.24,248.60,1,-1,-1,-1
19,899,218.10,152.07,92.82,213.61,1,-1,-1,-1
19,898,86.04,123.71,96.97,252.92,1,-1,-1,-1
20,899,214.29,142.76,98.23,224.49,1,-1,-1,-1
20,898,82.88,119.21,98.52,257.97,1,-1,-1,-1
21,899,211.63,139.21,101.64,231.95,1,-1,-1,-1
21,898,74.63,122.75,102.46,260.51,1,-1,-1,-1
22,899,209.41,133.04,108.94,243.13,1,-1,-1,-1
22,898,70.86,121.10,105.65,265.48,1,-1,-1,-1
23,899,210.74,131.69,115.53,251.98,1,-1,-1,-1
23,898,70.30,120.60,108.21,270.34,1,-1,-1,-1
24,899,209.77,126.42,120.03,261.59,1,-1,-1,-1
24,898,68.43,119.49,110.39,276.61,1,-1,-1,-1
25,899,211.45,122.47,123.86,271.76,1,-1,-1,-1
25,898,68.77,116.14,113.53,286.76,1,-1,-1,-1
26,899,213.48,114.05,124.22,284.88,1,-1,-1,-1
26,898,66.62,113.19,117.21,296.53,1,-1,-1,-1
27,899,217.41,103.03,120.37,297.02,1,-1,-1,-1
27,898,64.42,107.59,119.92,307.82,1,-1,-1,-1
28,899,222.43,94.25,116.82,306.93,1,-1,-1,-1
28,898,61.74,104.59,122.59,315.75,1,-1,-1,-1
29,899,225.74,90.89,117.64,317.98,1,-1,-1,-1
29,898,57.36,96.61,126.31,326.52,1,-1,-1,-1
30,899,229.70,88.49,117.50,325.12,1,-1,-1,-1
30,898,53.44,90.82,129.53,336.72,1,-1,-1,-1
31,899,234.09,89.05,117.97,333.42,1,-1,-1,-1
31,898,48.60,86.40,133.51,345.66,1,-1,-1,-1
32,899,239.06,91.24,127.61,340.47,1,-1,-1,-1
32,898,45.56,80.23,138.69,356.05,1,-1,-1,-1
33,899,240.85,85.13,133.16,346.55,1,-1,-1,-1
33,898,57.82,71.14,141.25,364.96,1,-1,-1,-1
34,899,250.86,85.40,137.21,354.13,1,-1,-1,-1
34,898,62.51,64.71,146.01,376.91,1,-1,-1,-1
35,899,264.78,81.86,141.07,364.91,1,-1,-1,-1
35,898,65.54,66.13,149.77,390.07,1,-1,-1,-1
36,899,269.88,79.32,147.76,374.62,1,-1,-1,-1
36,898,67.59,60.11,151.88,402.30,1,-1,-1,-1
37,903,443.16,187.71,32.00,83.82,1,-1,-1,-1
37,899,273.36,74.59,157.89,381.87,1,-1,-1,-1
37,898,69.80,57.08,154.90,407.73,1,-1,-1,-1
38,903,448.11,193.42,31.56,80.32,1,-1,-1,-1
38,899,274.91,69.64,168.72,392.83,1,-1,-1,-1
38,898,71.46,54.72,158.18,412.18,1,-1,-1,-1
39,903,458.39,193.71,30.06,77.03,1,-1,-1,-1
39,899,283.89,65.64,176.50,401.21,1,-1,-1,-1
39,898,72.09,52.36,160.56,418.08,1,-1,-1,-1
40,903,461.32,194.16,31.95,77.32,1,-1,-1,-1
40,899,286.10,60.90,182.72,410.13,1,-1,-1,-1
40,898,71.40,51.34,162.49,420.54,1,-1,-1,-1
41,899,287.79,55.42,187.49,418.87,1,-1,-1,-1
41,898,71.84,45.87,163.64,411.36,1,-1,-1,-1
42,899,279.60,43.13,196.07,430.83,1,-1,-1,-1
42,898,67.21,40.65,164.38,405.69,1,-1,-1,-1
43,899,275.13,34.44,201.64,439.50,1,-1,-1,-1
43,898,59.06,47.24,171.45,414.53,1,-1,-1,-1
44,899,279.50,30.06,205.63,446.95,1,-1,-1,-1
44,898,54.61,41.47,175.45,422.70,1,-1,-1,-1
45,899,285.72,28.80,206.83,454.23,1,-1,-1,-1
45,898,49.43,36.01,181.93,429.11,1,-1,-1,-1
46,899,283.88,23.37,206.85,462.36,1,-1,-1,-1
46,898,38.32,31.89,190.24,434.35,1,-1,-1,-1
47,899,284.65,20.65,206.21,467.44,1,-1,-1,-1
47,898,30.41,27.91,196.85,440.54,1,-1,-1,-1
48,899,282.05,14.84,204.27,469.15,1,-1,-1,-1
48,898,30.98,25.58,200.73,440.65,1,-1,-1,-1
49,899,287.17,13.05,208.68,469.67,1,-1,-1,-1
49,898,29.43,23.80,203.81,441.23,1,-1,-1,-1
50,899,294.39,11.30,211.33,473.36,1,-1,-1,-1
50,898,27.27,17.30,205.53,446.61,1,-1,-1,-1
51,899,295.43,9.88,213.50,475.67,1,-1,-1,-1
51,898,26.00,14.75,208.41,450.83,1,-1,-1,-1
52,899,296.17,6.76,219.24,479.16,1,-1,-1,-1
52,898,21.14,14.21,212.41,453.61,1,-1,-1,-1
53,899,298.66,4.61,212.80,478.54,1,-1,-1,-1
53,898,19.36,13.71,214.47,456.61,1,-1,-1,-1
54,899,299.14,3.76,209.74,477.77,1,-1,-1,-1
54,898,19.57,13.28,214.83,458.95,1,-1,-1,-1
55,899,306.67,-1.31,213.89,473.32,1,-1,-1,-1
55,898,18.31,11.64,215.06,460.87,1,-1,-1,-1
56,905,161.14,21.02,87.69,392.39,1,-1,-1,-1
56,899,313.00,-2.62,217.44,469.84,1,-1,-1,-1
56,898,17.55,10.53,215.75,461.96,1,-1,-1,-1
57,905,159.02,16.95,90.07,390.59,1,-1,-1,-1
57,899,323.16,-0.80,219.99,467.91,1,-1,-1,-1
57,898,18.38,8.86,215.12,462.94,1,-1,-1,-1
58,905,160.64,13.36,91.37,381.80,1,-1,-1,-1
58,899,325.13,1.39,221.83,468.19,1,-1,-1,-1
58,898,18.18,8.63,216.59,464.50,1,-1,-1,-1
59,905,159.60,8.02,96.34,383.31,1,-1,-1,-1
59,899,320.21,0.84,228.99,470.50,1,-1,-1,-1
59,898,19.66,5.97,219.29,465.05,1,-1,-1,-1
60,905,157.05,13.29,99.58,395.17,1,-1,-1,-1
60,899,315.39,3.90,234.05,480.58,1,-1,-1,-1
60,898,14.92,4.49,223.75,466.89,1,-1,-1,-1
61,905,157.61,13.07,103.88,413.64,1,-1,-1,-1
61,899,317.39,-1.24,237.84,477.45,1,-1,-1,-1
61,898,10.51,2.39,230.03,469.40,1,-1,-1,-1
62,905,155.03,9.70,105.54,421.02,1,-1,-1,-1
62,899,319.62,-1.57,245.91,483.49,1,-1,-1,-1
62,898,7.10,1.14,234.60,471.96,1,-1,-1,-1
63,905,154.45,4.26,107.35,422.73,1,-1,-1,-1
63,899,317.64,-1.38,247.86,487.16,1,-1,-1,-1
63,898,5.68,-0.28,237.91,474.86,1,-1,-1,-1
64,905,153.68,4.77,107.75,419.67,1,-1,-1,-1
64,899,317.66,0.06,248.13,487.80,1,-1,-1,-1
64,898,5.98,-0.48,237.51,475.97,1,-1,-1,-1
65,905,154.60,4.49,106.78,418.86,1,-1,-1,-1
65,899,319.47,0.99,246.36,487.92,1,-1,-1,-1
65,898,5.91,0.22,237.76,476.20,1,-1,-1,-1
66,905,155.14,0.30,109.30,412.23,1,-1,-1,-1
66,899,313.03,-2.88,248.66,490.54,1,-1,-1,-1
66,898,4.47,-0.28,238.75,477.18,1,-1,-1,-1
67,905,158.11,-4.42,110.63,399.57,1,-1,-1,-1
67,899,314.79,-4.05,253.35,491.61,1,-1,-1,-1
67,898,3.30,-1.72,239.73,478.13,1,-1,-1,-1
68,905,159.86,2.82,114.42,399.33,1,-1,-1,-1
68,899,319.71,-4.76,257.58,493.20,1,-1,-1,-1
68,898,3.17,-2.11,238.20,478.19,1,-1,-1,-1
69,905,163.64,11.19,114.16,409.82,1,-1,-1,-1
69,899,316.70,-5.49,266.18,494.09,1,-1,-1,-1
69,898,1.55,-3.36,238.18,478.49,1,-1,-1,-1
70,905,161.05,12.91,114.78,418.71,1,-1,-1,-1
70,899,318.92,-7.67,272.97,491.70,1,-1,-1,-1
70,898,1.73,-3.89,243.12,478.74,1,-1,-1,-1
71,905,160.43,12.71,114.86,425.72,1,-1,-1,-1
71,899,313.53,-5.48,273.49,491.98,1,-1,-1,-1
71,898,0.59,-4.09,246.16,478.86,1,-1,-1,-1
72,905,163.74,12.03,114.29,432.17,1,-1,-1,-1
72,899,311.31,-5.31,271.90,492.12,1,-1,-1,-1
